Date,QQQ,TLT
2016-03-01,98.27099609375,96.95890045166016
2016-03-02,98.30815124511719,97.3590316772461
2016-03-03,98.12235260009766,97.71389770507812
2016-03-04,98.15951538085938,97.08728790283203
2016-03-07,97.55570983886719,97.05707550048828
2016-03-08,96.74754333496094,98.12906646728516
2016-03-09,97.36990356445312,97.53271484375
2016-03-10,97.22129821777344,97.13252258300781
2016-03-11,98.92121887207031,96.15108489990234
2016-03-14,99.08843231201172,96.45310974121094
2016-03-15,99.05126953125,96.54368591308594
2016-03-16,99.93372344970703,96.83057403564453
2016-03-17,99.87801361083984,97.2306900024414
2016-03-18,100.0345458984375,97.43455505371094
2016-03-21,100.42586517333984,96.6871337890625
2016-03-22,100.73331451416016,96.66444396972656
2016-03-23,99.90411376953125,97.75918579101562
2016-03-24,99.93207550048828,97.79688262939453
2016-03-28,99.79231262207031,97.9252700805664
2016-03-29,101.39478302001953,98.95198822021484
2016-03-30,101.88858032226562,97.91015625
2016-03-31,101.73953247070312,98.60472106933594
2016-04-01,102.82025146484375,98.8619155883789
2016-04-04,102.42896270751953,98.92244720458984
2016-04-05,101.4413833618164,100.00428009033203
2016-04-06,103.10906982421875,99.27804565429688
2016-04-07,101.62770080566406,100.50359344482422
2016-04-08,101.55317687988281,99.8680648803711
2016-04-11,101.1805191040039,99.73948669433594
2016-04-12,102.0283203125,99.05107879638672
2016-04-13,103.33268737792969,99.39906311035156
2016-04-14,103.3420181274414,98.92244720458984
2016-04-15,103.08111572265625,99.7697525024414
2016-04-18,103.63084411621094,99.33856201171875
2016-04-19,102.99727630615234,99.0283203125
2016-04-20,103.08111572265625,97.93899536132812
2016-04-21,103.0904541015625,97.35647583007812
2016-04-22,101.53455352783203,97.10679626464844
2016-04-25,101.53455352783203,96.70584869384766
2016-04-26,101.0407485961914,96.26709747314453
2016-04-27,100.23018646240234,97.22785186767578
2016-04-28,99.01901245117188,97.62879180908203
2016-04-29,98.49726104736328,97.8784408569336
2016-05-02,99.42894744873047,96.89300537109375
2016-05-03,98.50657653808594,98.11343383789062
2016-05-04,97.87303161621094,98.65167236328125
2016-05-05,97.84508514404297,99.31116485595703
2016-05-06,98.36680603027344,98.88660430908203
2016-05-09,98.64633178710938,99.19744873046875
2016-05-10,99.99726104736328,99.20507049560547
2016-05-11,99.09355926513672,99.76596069335938
2016-05-12,98.65564727783203,99.31116485595703
2016-05-13,98.29231262207031,100.27386474609375
2016-05-16,99.52212524414062,99.4096908569336
2016-05-17,98.27367401123047,99.576416015625
2016-05-18,98.62772369384766,98.15892028808594
2016-05-19,98.11529541015625,98.58342742919922
2016-05-20,99.19605255126953,98.65925598144531
2016-05-23,99.06558990478516,98.8790283203125
2016-05-24,101.05006408691406,98.43942260742188
2016-05-25,101.77676391601562,98.06796264648438
2016-05-26,102.0749282836914,98.5758285522461
2016-05-27,102.6059799194336,98.43183135986328
2016-05-31,102.80164337158203,98.6668472290039
2016-06-01,102.8109359741211,99.0671615600586
2016-06-02,103.02521514892578,99.78109741210938
2016-06-03,102.54077911376953,101.20155334472656
2016-06-06,102.9134292602539,100.4495849609375
2016-06-07,102.65254211425781,100.6926498413086
2016-06-08,102.82958984375,101.23200225830078
2016-06-09,102.66190338134766,101.88529205322266
2016-06-10,101.49726867675781,102.37896728515625
2016-06-13,100.6494369506836,102.834716796875
